656b8b960f1b3;crus_kings.jpg;"Crusader Kings III";Стратегия;"Любовь, война, интриги и величие. Определите наследие своего знатного рода в безграничной глобальной стратегии Crusader Kings III.";1600
656b8b960f540;csgo.jpg;"Counter-Strike: Global Offensive";Экшен;"Counter-Strike: Global Offensive (CS:GO) расширяет границы ураганной командной игры, представленной ещё 19 лет назад.

CS:GO включает в себя новые карты, персонажей, оружие и режимы игры, а также улучшает классическую составляющую CS (de_dust2 и т. п.).";0
656b8b960fac6;party_animals.jpg;"Party Animals";Экшен;"Сражайтесь с друзьями в роли щенков, котят и других пушистых существ в PARTY ANIMALS! Разберитесь с друзьями в сети и офлайн. Взаимодействуйте с миром при помощи нашего реалистичного движка. Я уже упоминал ЩЕНКОВ?";1238
656b8b960ff34;apex.jpg;"Apex Legends";Экшен;"Побеждайте с характером в Apex Legends™ — бесплатном героическом шутере*, где легендарные персонажи с мощными способностями сражаются за славу и богатства на дальних рубежах Фронтира.";0
656b8b9610307;pubg.jpg;"PUBG: BATTLEGROUNDS";Экшен;"Играйте В PUBG: BATTLEGROUNDS бесплатно. Высаживайтесь в стратегически важных местах, добывайте оружие и припасы и постарайтесь выжить и остаться последней командой на одном из многочисленных полей боя.";0
656b8b9610738;terraria.jpg;Terraria;Приключение;"Копайте, сражайтесь, исследуйте, стройте! Нет ничего невозможного в этой насыщенной событиями приключенческой игре. Весь мир — ваше полотно, а вся земля — ваши краски!
Хватайте инструменты и вперед! Создавайте оружие, чтобы сражаться с различными врагами";300
656b937e718b6;terraria.jpg;Terraria;Приключение;"Копайте, сражайтесь, исследуйте, стройте! Нет ничего невозможного в этой насыщенной событиями приключенческой игре. Весь мир — ваше полотно, а вся земля — ваши краски!
Хватайте инструменты и вперед! Создавайте оружие, чтобы сражаться с различными врагами";300
656b938e9c895;terraria.jpg;Terraria;Приключение;"Копайте, сражайтесь, исследуйте, стройте! Нет ничего невозможного в этой насыщенной событиями приключенческой игре. Весь мир — ваше полотно, а вся земля — ваши краски!
Хватайте инструменты и вперед! Создавайте оружие, чтобы сражаться с различными врагами";300
656b93ce556ee;terraria.jpg;Terraria;Приключение;"Копайте, сражайтесь, исследуйте, стройте! Нет ничего невозможного в этой насыщенной событиями приключенческой игре. Весь мир — ваше полотно, а вся земля — ваши краски!
Хватайте инструменты и вперед! Создавайте оружие, чтобы сражаться с различными врагами";300
656b987848944;terraria.jpg;Terraria;Приключение;"Копайте, сражайтесь, исследуйте, стройте! Нет ничего невозможного в этой насыщенной событиями приключенческой игре. Весь мир — ваше полотно, а вся земля — ваши краски!
Хватайте инструменты и вперед! Создавайте оружие, чтобы сражаться с различными врагами";300
